method,dataset,scene,traj,variant,n_frames,eff_fps,latency_end_to_end_s,per_window_latency_med_s,vram_avg_gb,vram_peak_gb,gpu_util_avg_pct,gpu_power_avg_w,cpu_ram_peak_gb,ckpt_size_mb,tsdf_block_count,gpu_name,gpu_total_gb,hw_id
mapanything,replica,apartment_0,loop_2.0hz_s0,synthetic_fov,89,3.471,10.406,10.4064,9.521,56.036,12.7,129.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,stopgo_2.0hz_s1,synthetic_fov,99,3.658,11.742,11.7422,10.721,61.362,13.7,136.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_2.0hz_s1,synthetic_fov,79,3.317,9.088,9.0884,8.53,50.919,10.4,119.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,stopgo_2.0hz_s0,synthetic_fov,90,3.493,10.545,10.545,9.669,56.602,13.0,130.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_0.5hz_s0,synthetic_fov,18,1.156,2.034,2.0339,2.722,18.35,4.2,68.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_0.5hz_s1,synthetic_fov,20,1.24,2.254,2.254,2.863,15.12,3.4,71.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_2.0hz,synthetic_fov,70,2.907,8.03,8.0302,69.155,92.129,9.9,106.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_0.5hz,synthetic_fov,18,1.107,2.067,2.0672,64.541,76.189,3.9,62.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_5.0hz,synthetic_fov,173,4.145,22.247,22.2472,78.845,96.279,18.9,164.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_5.0hz_s1,synthetic_fov,196,4.397,26.063,26.063,20.902,71.389,22.3,193.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_2.0hz_s0,synthetic_fov,70,2.834,8.038,8.0379,7.346,45.906,8.9,106.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,synthetic_5.0hz_s0,synthetic_fov,173,4.323,22.422,22.422,18.454,70.886,20.1,180.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_0,loop_2.0hz_s1,synthetic_fov,90,3.519,10.513,10.5133,9.74,56.602,12.5,129.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,office_4,synthetic_2.0hz,pano,50,3.073,5.959,1.2088,5.362,13.872,22.7,189.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,office_4,synthetic_0.5hz,pano,13,0.935,3.069,1.5347,4.012,15.569,14.0,99.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,office_4,synthetic_5.0hz,pano,125,4.461,15.21,1.289,6.743,13.944,44.6,289.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,frl_apartment_0,loop_2.0hz_s0,pano,106,3.823,15.775,1.3024,7.711,14.39,41.4,263.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77,3.383,11.577,1.3056,6.833,13.944,38.8,236.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,frl_apartment_0,stopgo_2.0hz_s0,pano,100,3.798,14.831,1.3102,7.392,13.944,40.9,274.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,frl_apartment_0,loop_2.0hz_s1,pano,74,3.549,10.038,1.3413,6.622,13.944,35.0,223.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_1,loop_2.0hz_s0,pano,84,5.049,0.0,,4.94,14.422,20.0,162.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_1,stopgo_2.0hz_s1,pano,90,3.5,14.3,1.3437,7.516,14.246,40.2,244.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_1,stopgo_2.0hz_s0,pano,67,3.928,0.0,,5.47,14.246,27.4,205.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_1,loop_2.0hz_s1,pano,96,3.055,19.456,1.402,10.01,18.406,38.7,218.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,hotel_0,loop_2.0hz_s0,pano,44,2.78,0.0,,4.834,13.703,21.2,175.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,hotel_0,stopgo_2.0hz_s1,pano,59,3.977,0.0,,5.085,13.944,21.2,177.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,hotel_0,stopgo_2.0hz_s0,pano,57,3.523,0.0,,5.382,13.703,31.5,211.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,hotel_0,loop_2.0hz_s1,pano,60,1.847,19.927,2.9991,17.684,36.306,34.1,167.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_0,loop_2.0hz_s0,pano,89,3.383,14.613,1.4539,7.84,14.734,40.8,249.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_0,stopgo_2.0hz_s1,pano,99,3.514,15.962,1.4109,8.355,15.592,40.0,241.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_0,stopgo_2.0hz_s0,pano,90,3.512,14.045,1.3534,7.367,13.944,37.9,255.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_0,synthetic_2.0hz,pano,70,3.085,10.958,1.4297,6.975,14.063,34.1,208.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_0,synthetic_0.5hz,pano,18,1.116,5.223,2.6103,5.998,19.692,15.4,112.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_0,synthetic_5.0hz,pano,173,4.34,28.139,1.306,9.408,14.787,47.5,296.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_noguards,replica,apartment_0,loop_2.0hz_s1,pano,90,3.223,16.362,1.4133,8.851,16.725,40.1,232.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,office_4,synthetic_2.0hz,pano,50,2.636,5.818,1.1753,77.198,101.172,22.6,152.5,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,office_4,synthetic_0.5hz,pano,13,0.974,0.0,,85.721,102.616,0.8,35.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,office_4,synthetic_5.0hz,pano,125,4.524,15.288,1.2557,31.997,77.56,46.6,285.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,loop_2.0hz_s0,pano,106,3.881,16.133,1.369,8.231,15.223,42.1,266.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77,3.48,11.227,1.3018,6.791,13.839,36.2,243.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,synthetic_2.0hz_s1,pano,57,3.036,8.061,1.3599,6.085,13.944,32.8,204.5,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,stopgo_2.0hz_s0,pano,100,3.715,15.698,1.3044,7.682,13.944,41.6,271.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,synthetic_0.5hz_s0,pano,20,1.36,4.113,2.0566,5.118,18.249,14.7,108.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,synthetic_0.5hz_s1,pano,15,0.972,4.213,2.1064,4.997,18.1,15.1,103.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,synthetic_5.0hz_s1,pano,141,4.766,17.985,1.303,7.752,13.805,47.6,305.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,synthetic_2.0hz_s0,pano,80,3.433,11.997,1.3513,7.135,13.902,36.9,243.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,synthetic_5.0hz_s0,pano,198,4.926,27.387,1.3117,8.719,14.825,53.5,333.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,frl_apartment_0,loop_2.0hz_s1,pano,74,3.468,10.069,1.3308,6.535,13.944,33.7,219.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,loop_2.0hz_s0,pano,84,5.568,0.0,,5.252,14.422,28.0,178.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,stopgo_2.0hz_s1,pano,90,3.297,16.184,1.3827,8.966,16.345,40.4,239.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,synthetic_2.0hz_s1,pano,70,3.192,11.024,1.5147,7.971,19.359,35.2,213.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,stopgo_2.0hz_s0,pano,67,4.018,0.0,,5.577,14.422,27.8,201.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,synthetic_0.5hz_s0,pano,12,0.862,3.603,1.8015,4.564,15.756,10.9,93.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,synthetic_0.5hz_s1,pano,18,1.172,4.35,2.1751,5.064,17.41,17.8,105.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,synthetic_5.0hz_s1,pano,175,3.766,34.273,1.3108,13.881,24.339,45.8,273.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,synthetic_2.0hz_s0,pano,47,3.122,0.0,,5.141,14.422,26.5,174.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,synthetic_5.0hz_s0,pano,116,6.936,0.0,,5.592,13.944,30.2,207.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_1,loop_2.0hz_s1,pano,96,3.628,14.841,1.44,8.235,15.25,42.4,242.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,loop_2.0hz_s0,pano,44,2.898,0.0,,4.825,13.703,22.1,179.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,stopgo_2.0hz_s1,pano,59,3.949,0.0,,5.042,13.944,23.5,184.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,synthetic_2.0hz_s1,pano,39,2.476,5.023,1.2472,4.926,13.944,20.2,151.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,stopgo_2.0hz_s0,pano,57,3.551,0.0,,5.558,13.669,27.8,211.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,synthetic_0.5hz_s0,pano,10,0.741,3.288,1.6439,4.285,14.915,11.3,91.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,synthetic_0.5hz_s1,pano,10,0.702,3.659,1.8295,4.531,16.03,10.5,89.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,synthetic_5.0hz_s1,pano,97,5.83,0.0,,5.603,13.633,29.0,211.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,synthetic_2.0hz_s0,pano,37,2.552,4.072,0.8302,4.63,13.568,17.6,155.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,synthetic_5.0hz_s0,pano,93,4.823,0.0,,6.368,13.944,38.9,256.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,hotel_0,loop_2.0hz_s1,pano,60,3.135,8.377,1.3322,6.557,14.915,30,201.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,loop_2.0hz_s0,pano,89,3.452,14.609,1.4996,8.062,14.869,39.9,250.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,stopgo_2.0hz_s1,pano,99,3.806,14.636,1.2952,7.705,14.422,38.7,247.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_2.0hz_s1,pano,79,3.162,13.698,1.2869,8.516,19.375,36.4,222.5,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,stopgo_2.0hz_s0,pano,90,3.395,14.464,1.3381,8.156,18.935,39.0,248.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_0.5hz_s0,pano,18,1.142,5.171,2.584,6.073,19.692,16.6,107.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_0.5hz_s1,pano,20,1.267,4.435,2.2176,5.045,17.545,17.5,103.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_2.0hz,pano,70,3.015,11.533,1.5185,20.052,84.932,31.8,202.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_0.5hz,pano,18,1.11,5.228,2.612,6.024,19.692,15.4,106.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_5.0hz,pano,173,4.594,25.058,1.2784,80.757,86.479,49.0,310.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_5.0hz_s1,pano,196,4.934,27.342,1.3217,9.402,16.689,52.6,330.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_2.0hz_s0,pano,70,3.161,10.776,1.4475,6.873,13.839,34.5,215.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,synthetic_5.0hz_s0,pano,173,4.664,25.354,1.306,8.949,14.441,49.8,320.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_se3,replica,apartment_0,loop_2.0hz_s1,pano,90,3.145,15.636,1.385,7.776,14.843,36.3,227.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
